start_time,src_ip,src_port,dest_ip,dest_port,size
0.01054424733778144,10.10.1.7,10064,10.10.2.1,11049,6919.538507209662
0.014826054055476861,10.10.1.7,10158,10.10.2.7,11098,1811.0764398244494
0.017898241373956354,10.10.1.7,10159,10.10.2.8,11120,5227.099704462749
0.03181744861116769,10.10.1.7,10035,10.10.2.8,11007,2300.3489547034283
0.04336447726414678,10.10.1.7,10061,10.10.2.1,11015,3374.1306126772956
0.04996798387794771,10.10.1.7,10076,10.10.2.2,11111,5812214.689508629
0.051589668889491076,10.10.1.7,10197,10.10.2.5,11168,72578.42363656113
0.060601662875435676,10.10.1.7,10130,10.10.2.3,11059,3079.2380705783867
0.062218328442959756,10.10.1.7,10008,10.10.2.8,11011,110530.41537594597
0.06698921708040531,10.10.1.7,10012,10.10.2.1,11047,7391.057806943407
0.07979194914999399,10.10.1.7,10036,10.10.2.3,11062,49155.55783237893
0.08152926125608702,10.10.1.7,10076,10.10.2.7,11178,58453.34942735422
0.09482706200074824,10.10.1.7,10157,10.10.2.5,11034,9428.230832161555
0.10130906808912046,10.10.1.7,10022,10.10.2.3,11011,30471827.094869494
0.1055451174952025,10.10.1.7,10008,10.10.2.1,11087,2656.9401217621644
0.11425929134271474,10.10.1.7,10056,10.10.2.4,11029,105480.66485802883
0.11571426990756484,10.10.1.7,10147,10.10.2.1,11158,35552456.87554442
0.11847275353062046,10.10.1.7,10118,10.10.2.7,11006,2084.44865570295
0.11926442102042192,10.10.1.7,10130,10.10.2.6,11029,555030.8813155036
0.12054907166002693,10.10.1.7,10132,10.10.2.5,11055,27864.392499889866
0.1284613315359971,10.10.1.7,10116,10.10.2.8,11115,1728.8302896949654
0.15514023124765555,10.10.1.7,10015,10.10.2.7,11041,1737.8223359463839
0.15538272662482341,10.10.1.7,10077,10.10.2.7,11189,32660.263076484185
0.15831629133993919,10.10.1.7,10028,10.10.2.7,11067,8725.211497921753
0.17601878611181987,10.10.1.7,10170,10.10.2.3,11030,2345.3449925984455
