start_time,src_ip,src_port,dest_ip,dest_port,size
0.009668244819287693,10.10.1.2,10125,10.10.2.7,11165,1696.37138114514
0.014568024889432828,10.10.1.2,10098,10.10.2.2,11003,87636111.44278257
0.021673947347656528,10.10.1.2,10038,10.10.2.8,11111,19294.97052013413
0.025609614331065633,10.10.1.2,10189,10.10.2.6,11195,4797.255693070343
0.03737668973309845,10.10.1.2,10074,10.10.2.1,11133,34111.99274421059
0.04279608072818415,10.10.1.2,10025,10.10.2.3,11027,6693.624474085195
0.05146236958749955,10.10.1.2,10039,10.10.2.6,11007,2497.4924302443437
0.0786056603792023,10.10.1.2,10038,10.10.2.8,11144,16783.869879314883
0.08514566765710645,10.10.1.2,10033,10.10.2.2,11002,4808467917.373115
0.10817802428653532,10.10.1.2,10114,10.10.2.3,11121,79271.94070453312
0.13667512653505712,10.10.1.2,10110,10.10.2.6,11110,2391.568352932112
0.13710455925827011,10.10.1.2,10107,10.10.2.5,11184,4920983.572723811
0.16483729704957534,10.10.1.2,10144,10.10.2.4,11038,2777.3736356830036
0.1807544943221991,10.10.1.2,10022,10.10.2.8,11158,16907.835326514883
0.18788443197696625,10.10.1.2,10022,10.10.2.5,11136,34387.15566058227
0.20068428637342522,10.10.1.2,10101,10.10.2.7,11091,4514513.225346945
0.20514409168851766,10.10.1.2,10163,10.10.2.4,11181,38070.84023820509
0.22889118721997492,10.10.1.2,10175,10.10.2.4,11070,3214.965964819554
0.23619806876510255,10.10.1.2,10077,10.10.2.2,11056,4862723.526938093
0.274641028616887,10.10.1.2,10181,10.10.2.6,11089,1781532049.8629932
0.2755023749659743,10.10.1.2,10176,10.10.2.1,11073,69603.34486556788
0.2770380678683038,10.10.1.2,10135,10.10.2.3,11027,68097.39654254082
0.27983339965653836,10.10.1.2,10088,10.10.2.2,11135,22063.19963833319
0.2800159288816544,10.10.1.2,10177,10.10.2.8,11035,9159.06679997277
0.3071961610344055,10.10.1.2,10163,10.10.2.6,11154,5898.065275964802
0.30993663393181936,10.10.1.2,10032,10.10.2.6,11141,122689.70578067706
0.32012901504089303,10.10.1.2,10018,10.10.2.7,11037,7329.099965574733
0.3298502427669295,10.10.1.2,10111,10.10.2.4,11026,48588.08157373895
0.3355612385486283,10.10.1.2,10072,10.10.2.2,11170,22143.943868426897
0.3461569708073834,10.10.1.2,10035,10.10.2.2,11146,3425.1970140226135
0.36355136022480045,10.10.1.2,10076,10.10.2.2,11190,3015.1552550471947
0.3677259383976038,10.10.1.2,10193,10.10.2.5,11114,15040.075029785583
0.4257801979219737,10.10.1.2,10077,10.10.2.7,11179,2339.5349137359785
0.4261052780413947,10.10.1.2,10125,10.10.2.8,11014,40694709.80770784
0.4388263110385636,10.10.1.2,10133,10.10.2.3,11127,10079975.998095823
0.48306283124658583,10.10.1.2,10180,10.10.2.2,11104,1996.6219328364002
0.49382326405843147,10.10.1.2,10012,10.10.2.6,11003,7744.809028460332
0.5110735298276748,10.10.1.2,10092,10.10.2.1,11074,1081483.9262751758
0.5251994256993765,10.10.1.2,10035,10.10.2.1,11026,19167.36405194763
0.5288026645138783,10.10.1.2,10001,10.10.2.6,11152,2401.756852004274
0.5294458557794852,10.10.1.2,10123,10.10.2.7,11075,34317508.91747617
0.5374757779678783,10.10.1.2,10042,10.10.2.3,11156,1925.5562359234198
0.53997294024865,10.10.1.2,10166,10.10.2.3,11172,504724.5154663279
0.5558384571478716,10.10.1.2,10155,10.10.2.8,11155,2509.9610067462627
0.5597441028626099,10.10.1.2,10189,10.10.2.2,11058,6046.406294295357
0.5647108928088481,10.10.1.2,10194,10.10.2.4,11114,3856903.1564216083
0.5752332140185961,10.10.1.2,10037,10.10.2.3,11154,30709.853243845013
0.5800194430996196,10.10.1.2,10117,10.10.2.4,11080,7787.4629753430145
0.5809167768068151,10.10.1.2,10048,10.10.2.8,11014,6422.0190471284395
0.5869347839816488,10.10.1.2,10025,10.10.2.1,11058,42398538.52122896
0.5908733567016563,10.10.1.2,10131,10.10.2.8,11161,28344.247378179505
0.592588403405586,10.10.1.2,10130,10.10.2.2,11028,1905.9214128163876
0.5959284378769041,10.10.1.2,10039,10.10.2.3,11159,189758.82027309414
0.5996226819930036,10.10.1.2,10090,10.10.2.5,11185,7042.27379963775
0.6236926393072313,10.10.1.2,10166,10.10.2.3,11004,23544.36317578403
0.6321300586149018,10.10.1.2,10166,10.10.2.8,11039,2466.5103791478937
0.6410138505515074,10.10.1.2,10012,10.10.2.7,11122,7750.240337315301
0.6609052635406623,10.10.1.2,10135,10.10.2.2,11158,5509.21632170328
0.6622095745187446,10.10.1.2,10115,10.10.2.5,11042,2058.1187199178653
0.6662390859343975,10.10.1.2,10062,10.10.2.6,11127,25682.01151930807
0.66988712453358,10.10.1.2,10003,10.10.2.4,11029,110271.76181719285
0.6716891491210811,10.10.1.2,10002,10.10.2.4,11161,7531.9819017876125
0.694117577327116,10.10.1.2,10175,10.10.2.6,11008,2438.029089285208
0.7031968472231191,10.10.1.2,10003,10.10.2.3,11116,2177.73476196164
0.7177884362960081,10.10.1.2,10181,10.10.2.5,11054,33746.86284897688
0.73758839646547,10.10.1.2,10179,10.10.2.7,11152,5395.222602343208
0.7381047995214876,10.10.1.2,10029,10.10.2.2,11085,48892.238800307976
0.7647664552719442,10.10.1.2,10041,10.10.2.8,11164,65282.37175676986
0.774138250608999,10.10.1.2,10170,10.10.2.8,11084,2046.0370129406328
0.7771514574382401,10.10.1.2,10095,10.10.2.6,11153,2466.070169098497
0.7951332461770402,10.10.1.2,10005,10.10.2.6,11148,425032.6408532662
0.8339984003800244,10.10.1.2,10125,10.10.2.5,11161,7615688.495147058
0.8342919811101684,10.10.1.2,10162,10.10.2.3,11106,74605.62355430792
0.8386151294231856,10.10.1.2,10091,10.10.2.4,11008,3729.656854820112
0.8527794326825405,10.10.1.2,10042,10.10.2.7,11023,984768309.7703404
0.8709714696816553,10.10.1.2,10030,10.10.2.8,11012,17387.40550729161
0.8711259632116025,10.10.1.2,10001,10.10.2.1,11069,41866.76969523655
0.8846455296972003,10.10.1.2,10120,10.10.2.3,11037,21250.52480395665
0.8873574108544411,10.10.1.2,10189,10.10.2.6,11160,53635.00389724085
0.890093497640567,10.10.1.2,10161,10.10.2.1,11047,5487035.8775259545
0.8905001339341521,10.10.1.2,10097,10.10.2.7,11154,2480.239261250464
0.9238278879160858,10.10.1.2,10028,10.10.2.5,11013,15204.627417016443
0.9578727761722535,10.10.1.2,10116,10.10.2.5,11152,48887621.73281618
0.9580805701105259,10.10.1.2,10043,10.10.2.7,11164,2524.7641414683953
0.9711010743350548,10.10.1.2,10168,10.10.2.8,11126,4429328.958771624
0.974559231199665,10.10.1.2,10141,10.10.2.2,11174,3137.369174222634
0.9791979693783595,10.10.1.2,10089,10.10.2.2,11018,195410.94755398322
0.9858800549485298,10.10.1.2,10062,10.10.2.7,11182,33899.35383293347
0.9956066050868726,10.10.1.2,10156,10.10.2.2,11176,6291.075378986878
1.0028898691528318,10.10.1.2,10111,10.10.2.4,11102,48818.55224648366
