start_time,src_ip,src_port,dest_ip,dest_port,size
0.004745397336716511,10.10.2.4,10182,10.10.1.13,11097,18111.154649121083
0.11899509089292556,10.10.2.4,10171,10.10.1.2,11044,48607966.979270965
0.21482346214475195,10.10.2.4,10099,10.10.1.4,11057,1962.1827897925818
0.32765663086052066,10.10.2.4,10016,10.10.1.8,11120,7145.892257486067
0.35421643267468983,10.10.2.4,10115,10.10.1.15,11191,6856.3537073185935
0.5371911501388689,10.10.2.4,10070,10.10.1.9,11170,10369.016210337977
0.5554726861041352,10.10.2.4,10062,10.10.1.8,11183,7871.129591222157
0.5737089452025418,10.10.2.4,10054,10.10.1.11,11196,4706249.01941561
0.5927516515206411,10.10.2.4,10021,10.10.1.13,11183,4163.106795412228
0.6091753691113482,10.10.2.4,10198,10.10.1.11,11058,42901.87754864221
0.7955750991313006,10.10.2.4,10056,10.10.1.13,11113,42247.54557506683
0.8993370559040937,10.10.2.4,10165,10.10.1.4,11069,6893.330152847881
0.9500573196816093,10.10.2.4,10182,10.10.1.4,11102,18549.06255700949
0.9546295644260712,10.10.2.4,10049,10.10.1.1,11109,3806811.732202437
1.3742157403579287,10.10.2.4,10007,10.10.1.10,11134,75045.23418108217
1.6366574379686827,10.10.2.4,10061,10.10.1.6,11175,19907.822139994983
1.9472699311618122,10.10.2.4,10100,10.10.1.5,11122,10978.381888839805
2.0629832761373907,10.10.2.4,10025,10.10.1.7,11097,11040.126619294097
2.2174716504078753,10.10.2.4,10185,10.10.1.8,11076,37103.957427569396
2.2490685782477056,10.10.2.4,10024,10.10.1.6,11184,7453.942766275496
2.2623153427675273,10.10.2.4,10196,10.10.1.6,11147,5945052.742101232
2.3253739667111586,10.10.2.4,10065,10.10.1.15,11069,4350.991569532251
2.4190077108644377,10.10.2.4,10147,10.10.1.2,11103,4582.6397132006405
2.4618289004294396,10.10.2.4,10115,10.10.1.1,11181,73241.0426131738
2.473875510497779,10.10.2.4,10086,10.10.1.7,11009,1780.0910458781846
2.7296616911494347,10.10.2.4,10173,10.10.1.3,11178,16854.29097058228
2.7941542728500144,10.10.2.4,10016,10.10.1.6,11076,120462626.59119393
2.8348517285153854,10.10.2.4,10170,10.10.1.2,11088,2260.582075961963
2.957614442678493,10.10.2.4,10173,10.10.1.7,11019,124068.89277590481
3.0349289407661733,10.10.2.4,10060,10.10.1.8,11048,5408534.261576489
3.0664653905811607,10.10.2.4,10173,10.10.1.14,11139,2378.4111858229803
3.0939328476875114,10.10.2.4,10172,10.10.1.8,11066,6342.7473764299775
3.1045322200128114,10.10.2.4,10123,10.10.1.11,11131,42196896.14602404
3.134810851789163,10.10.2.4,10073,10.10.1.5,11110,3714.9913546089556
3.246265709491135,10.10.2.4,10068,10.10.1.2,11130,25011.63693325957
3.261483894879632,10.10.2.4,10022,10.10.1.16,11081,17183.37588301673
3.532147087871051,10.10.2.4,10003,10.10.1.4,11108,24080.90018556745
3.5449051561100733,10.10.2.4,10130,10.10.1.12,11168,33144.934427712295
3.6007738734030186,10.10.2.4,10074,10.10.1.4,11148,117086.23936177065
3.6213153801561297,10.10.2.4,10001,10.10.1.12,11094,29608.03975519022
3.6806960344073656,10.10.2.4,10039,10.10.1.6,11011,85647.13537285085
3.791340250490268,10.10.2.4,10045,10.10.1.16,11077,4553.17955202993
3.929098153807959,10.10.2.4,10023,10.10.1.13,11159,19629.085906010638
3.951948127500287,10.10.2.4,10048,10.10.1.8,11124,3866007612.7762237
3.970983693999409,10.10.2.4,10128,10.10.1.12,11136,7142.800732817202
4.111032590565498,10.10.2.4,10183,10.10.1.5,11138,17941.57337482557
4.158983256397667,10.10.2.4,10140,10.10.1.11,11115,2486.21532247941
4.192131021390817,10.10.2.4,10072,10.10.1.9,11137,47113592.383022435
4.233894104218809,10.10.2.4,10159,10.10.1.13,11065,5708002937.555902
4.4103339591650395,10.10.2.4,10157,10.10.1.9,11154,1901.777001348006
4.511699570981368,10.10.2.4,10151,10.10.1.12,11014,7242.749795354886
4.547950980998471,10.10.2.4,10024,10.10.1.3,11117,2358.05432081083
4.566887294178881,10.10.2.4,10198,10.10.1.15,11094,11205845.56080599
4.783877573739784,10.10.2.4,10164,10.10.1.13,11179,20265.761349155946
4.8716073724931,10.10.2.4,10180,10.10.1.3,11188,17136.00737296471
4.962299083046553,10.10.2.4,10091,10.10.1.16,11060,23552.196932320712
5.047429950957571,10.10.2.4,10095,10.10.1.6,11148,1832.950240956246
5.074088133546374,10.10.2.4,10073,10.10.1.16,11077,2275.679411031462
5.087222230601988,10.10.2.4,10177,10.10.1.4,11005,32091.18805606279
5.181616506099375,10.10.2.4,10165,10.10.1.10,11015,18954.74943608181
5.202856149432557,10.10.2.4,10044,10.10.1.6,11032,475332.48051928874
5.226202668998099,10.10.2.4,10090,10.10.1.14,11117,24581.14856039864
5.280424289343253,10.10.2.4,10143,10.10.1.6,11144,5162.376893672067
5.725285052525763,10.10.2.4,10098,10.10.1.8,11076,1592.2474322287514
5.8329702615436565,10.10.2.4,10069,10.10.1.7,11036,15013.173793866126
5.843578867626201,10.10.2.4,10078,10.10.1.7,11153,886110.9551290823
5.885903059052715,10.10.2.4,10143,10.10.1.14,11015,9099.254985703592
5.922536160317424,10.10.2.4,10088,10.10.1.7,11024,1052544.447746376
6.098871938158617,10.10.2.4,10062,10.10.1.15,11087,6113.292016705097
6.180096436455567,10.10.2.4,10024,10.10.1.2,11083,4957.270597986968
6.189761431243911,10.10.2.4,10033,10.10.1.4,11103,32075.416640917705
6.220090345803245,10.10.2.4,10000,10.10.1.7,11115,20106.276179118904
6.4383122222698965,10.10.2.4,10128,10.10.1.7,11183,32307.5199277975
6.6520265330790185,10.10.2.4,10114,10.10.1.2,11182,5855671.817462199
6.752998204293321,10.10.2.4,10116,10.10.1.15,11174,1259131395.5454998
6.938000446450774,10.10.2.4,10014,10.10.1.4,11105,1976.5347664933968
7.219124433117461,10.10.2.4,10145,10.10.1.9,11144,3727.343628968238
7.244482483058913,10.10.2.4,10167,10.10.1.2,11172,71620.77142120403
7.297169613749592,10.10.2.4,10197,10.10.1.1,11176,42720462.66693605
7.307120824085048,10.10.2.4,10183,10.10.1.10,11034,1524.0373009773414
7.398070135991376,10.10.2.4,10162,10.10.1.4,11151,231178.22094027413
7.579565302064151,10.10.2.4,10136,10.10.1.3,11095,6393.922895085713
7.758922991639792,10.10.2.4,10162,10.10.1.11,11074,4491158.0795515785
7.813418624782095,10.10.2.4,10088,10.10.1.8,11045,5325.630456684773
7.877553553946017,10.10.2.4,10077,10.10.1.2,11114,1168652.1694630145
8.002991003278895,10.10.2.4,10191,10.10.1.12,11079,2711.8384666469433
8.045445227735984,10.10.2.4,10175,10.10.1.13,11167,137693683.7799446
8.170169865740181,10.10.2.4,10133,10.10.1.15,11170,5582869.483334922
8.256518389438947,10.10.2.4,10093,10.10.1.16,11176,153039.11893516983
8.31760253808667,10.10.2.4,10093,10.10.1.3,11125,2401.643983685485
8.351635399843369,10.10.2.4,10006,10.10.1.4,11020,5619785.037179007
8.354866777782245,10.10.2.4,10038,10.10.1.2,11104,2188.957701835233
8.441062990079203,10.10.2.4,10164,10.10.1.14,11151,2019.2574358959396
8.493318768205796,10.10.2.4,10057,10.10.1.12,11063,12029.096601063437
8.556380587704396,10.10.2.4,10054,10.10.1.1,11077,5472.611100979306
