start_time,src_ip,src_port,dest_ip,dest_port,size
0.01803824669375272,10.10.1.12,10109,10.10.2.13,11000,37179138.135668054
0.04541069217659985,10.10.1.12,10185,10.10.2.12,11070,30642.220741749035
0.06148718989220718,10.10.1.12,10052,10.10.2.16,11057,6955.812821909957
0.14898853026097644,10.10.1.12,10186,10.10.2.16,11111,36808.729388627136
0.2189636306545832,10.10.1.12,10113,10.10.2.6,11086,33376.12065994315
0.4076737185450846,10.10.1.12,10019,10.10.2.2,11197,5216040.204234589
0.4371712172561756,10.10.1.12,10042,10.10.2.15,11148,30302.30746008261
0.521892453283919,10.10.1.12,10130,10.10.2.8,11014,60262.07168494505
0.6328227837126482,10.10.1.12,10023,10.10.2.12,11103,2156.09273546725
0.7413438104109794,10.10.1.12,10138,10.10.2.2,11011,6506.882948422445
0.8290519476801441,10.10.1.12,10101,10.10.2.13,11102,32055902.64986187
0.9000002838074345,10.10.1.12,10094,10.10.2.10,11013,31624.01811376162
0.9429469513728442,10.10.1.12,10024,10.10.2.13,11128,7447.196680600595
1.1151900723478818,10.10.1.12,10180,10.10.2.9,11191,111509.39641974059
1.2327757358723208,10.10.1.12,10090,10.10.2.11,11011,97328.14647471883
1.403338132267802,10.10.1.12,10127,10.10.2.16,11005,989697692.3084697
1.5868171978569126,10.10.1.12,10193,10.10.2.9,11105,2106.0205287339163
1.6432967399228229,10.10.1.12,10074,10.10.2.5,11121,3926912197.4603233
1.698934460601523,10.10.1.12,10087,10.10.2.15,11076,2970.1312079854724
1.7237398516306932,10.10.1.12,10153,10.10.2.16,11108,1544.1938412812171
1.8982226038411174,10.10.1.12,10132,10.10.2.10,11111,143553584.66082126
1.9071921161580427,10.10.1.12,10082,10.10.2.12,11137,1664.3391250641216
2.1138860776808475,10.10.1.12,10055,10.10.2.5,11018,17003.776538385522
2.1960949251283237,10.10.1.12,10103,10.10.2.8,11095,1050262818.0789343
2.1980958896341822,10.10.1.12,10108,10.10.2.7,11028,4512.4302326822535
2.2631845352736164,10.10.1.12,10098,10.10.2.13,11064,38237.49463910055
2.3099520574212695,10.10.1.12,10101,10.10.2.3,11011,38071643.30071094
2.325029135170289,10.10.1.12,10164,10.10.2.12,11068,22037.138803131704
2.435585327978381,10.10.1.12,10087,10.10.2.13,11113,3237.1540828232332
2.5022879799073037,10.10.1.12,10007,10.10.2.8,11190,1892.805215182409
2.5414173903500457,10.10.1.12,10188,10.10.2.4,11089,6302.800120870633
2.636967034643554,10.10.1.12,10088,10.10.2.14,11076,931169476.5897968
2.736772272490589,10.10.1.12,10058,10.10.2.11,11025,39423514.83010265
2.7451409387433663,10.10.1.12,10196,10.10.2.1,11190,39887500.02516738
2.886003009921487,10.10.1.12,10054,10.10.2.13,11191,501955.5269771634
2.9226626665903477,10.10.1.12,10008,10.10.2.10,11166,1599.553753491409
2.9722755773135336,10.10.1.12,10157,10.10.2.6,11110,6186645.744241467
3.1755060173432947,10.10.1.12,10087,10.10.2.2,11045,24981.894104354666
3.3784557719814376,10.10.1.12,10123,10.10.2.1,11180,1909.9976845545398
3.572112229952662,10.10.1.12,10065,10.10.2.9,11107,1751.1346317849702
3.663564006346159,10.10.1.12,10038,10.10.2.9,11097,39928.232339778115
3.82888374053443,10.10.1.12,10046,10.10.2.4,11118,1930.2035615176385
3.870238889702286,10.10.1.12,10071,10.10.2.5,11082,2278.065404569162
3.9508784051963124,10.10.1.12,10098,10.10.2.2,11084,40476.39931202419
4.129560331253012,10.10.1.12,10007,10.10.2.4,11031,26146.725885711625
4.224844854703327,10.10.1.12,10128,10.10.2.12,11004,8151.5595570783735
4.236197506580653,10.10.1.12,10185,10.10.2.15,11043,5404945.217293875
4.419747683127569,10.10.1.12,10028,10.10.2.14,11062,11497.102249447678
4.461650321543337,10.10.1.12,10141,10.10.2.1,11055,6555.124585125369
4.490201370959309,10.10.1.12,10036,10.10.2.3,11105,6573.546557473413
4.500220595096581,10.10.1.12,10100,10.10.2.11,11173,23233.43795060198
4.512668472179635,10.10.1.12,10030,10.10.2.9,11077,21794.612984677082
4.646840723637231,10.10.1.12,10153,10.10.2.13,11104,9418.778901198879
4.803527761549001,10.10.1.12,10079,10.10.2.14,11063,1551.6000353940874
4.99527346439809,10.10.1.12,10027,10.10.2.14,11174,2104.0546178684867
4.998706709995464,10.10.1.12,10125,10.10.2.7,11112,28895.258162967213
5.006450358040934,10.10.1.12,10140,10.10.2.12,11185,1231001959.062273
5.0562814875169755,10.10.1.12,10059,10.10.2.6,11175,2375.7940083256467
5.0671135912329195,10.10.1.12,10168,10.10.2.16,11052,6864.38788079105
5.299478801556248,10.10.1.12,10101,10.10.2.15,11060,34367.39944788955
5.420708135669651,10.10.1.12,10160,10.10.2.5,11041,106695.68780289585
5.440390885827995,10.10.1.12,10096,10.10.2.14,11127,6145369.080320584
5.507648836988695,10.10.1.12,10010,10.10.2.8,11158,2006.4358939040267
5.509814134777487,10.10.1.12,10135,10.10.2.12,11003,1793741841.6638675
5.616229046957166,10.10.1.12,10083,10.10.2.9,11113,39350.97163884696
5.646518332309016,10.10.1.12,10090,10.10.2.9,11161,16499.95329559311
5.764126997332168,10.10.1.12,10017,10.10.2.16,11086,22529.852303480795
5.962785354109546,10.10.1.12,10074,10.10.2.12,11059,48387.09294953131
5.995187062043075,10.10.1.12,10118,10.10.2.14,11098,15971.520633123311
6.040797158810568,10.10.1.12,10093,10.10.2.11,11105,2374.136471405741
6.088595748337065,10.10.1.12,10014,10.10.2.11,11147,7316.971889187578
6.19364605812,10.10.1.12,10190,10.10.2.13,11123,73210.1648513799
6.330006910730712,10.10.1.12,10085,10.10.2.11,11065,2398.4449981004796
6.367824031141143,10.10.1.12,10074,10.10.2.7,11181,10603.218503203669
6.518394936197695,10.10.1.12,10007,10.10.2.6,11140,7521.545036325561
6.554340954749814,10.10.1.12,10034,10.10.2.14,11176,22463.887930268895
6.661513228691771,10.10.1.12,10172,10.10.2.7,11164,118609.37238309305
6.9057691633190315,10.10.1.12,10084,10.10.2.2,11111,4127735094.236009
6.937665065838945,10.10.1.12,10160,10.10.2.10,11081,6937.087526518415
6.9553184287659295,10.10.1.12,10155,10.10.2.1,11017,6925.076681774369
7.02948037458932,10.10.1.12,10139,10.10.2.11,11028,8634.678860008706
7.04537967266288,10.10.1.12,10072,10.10.2.9,11045,6031.220313398611
7.055109285425172,10.10.1.12,10144,10.10.2.1,11196,8492.002395795247
7.18372096331862,10.10.1.12,10046,10.10.2.13,11163,6799.735163394217
7.2244103693548976,10.10.1.12,10073,10.10.2.9,11005,2119.7784125778853
7.280912468734866,10.10.1.12,10136,10.10.2.5,11114,37564.0207763257
7.355775834149451,10.10.1.12,10109,10.10.2.11,11153,1819.292573059088
7.398932742723098,10.10.1.12,10084,10.10.2.15,11173,40412931.25975362
7.452081887435058,10.10.1.12,10068,10.10.2.3,11150,4017470.169734568
7.527333990888802,10.10.1.12,10086,10.10.2.9,11117,83495.03406769596
